trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
411,False,"{'a': 0.65, 'e': 0.91672175499468234}",25,0,-79.45129580247838,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
412,False,"{'a': 0.65, 'e': 0.91632177045108099}",20,0,-52.09360053119308,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
413,False,"{'a': 0.65, 'e': 0.91592086958578556}",20,0,-171.85670570708595,"{0: 11, 1: 3, 2: 1, 3: 2, 4: 3}",0
414,False,"{'a': 0.65, 'e': 0.91551905279969692}",20,0,-135.21791399174504,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
415,False,"{'a': 0.65, 'e': 0.91511632049463176}",25,0,-169.86975055553683,"{0: 13, 1: 0, 2: 9, 3: 1, 4: 2}",0
416,False,"{'a': 0.65, 'e': 0.91471267307332227}",35,0,-107.95735019730364,"{0: 23, 1: 2, 2: 9, 3: 0, 4: 1}",0
417,False,"{'a': 0.65, 'e': 0.914308110939416}",20,0,-164.8461763746462,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
418,False,"{'a': 0.65, 'e': 0.913902634497475}",25,12,-26.83715905357167,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 0}",1
419,False,"{'a': 0.65, 'e': 0.9134962441529757}",25,0,-95.47356175408413,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
420,False,"{'a': 0.65, 'e': 0.91308894031230825}",30,0,-84.66395360529081,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
421,False,"{'a': 0.65, 'e': 0.91268072338277673}",25,0,-151.38857611456848,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
422,False,"{'a': 0.65, 'e': 0.9122715937725977}",25,0,-79.66116580593088,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
423,False,"{'a': 0.65, 'e': 0.91186155189090101}",20,0,-80.76202649600505,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
424,False,"{'a': 0.65, 'e': 0.91145059814772844}",30,0,-171.10784066482518,"{0: 20, 1: 0, 2: 5, 3: 3, 4: 2}",0
425,False,"{'a': 0.65, 'e': 0.9110387329540337}",20,0,-14.735782181126213,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
426,False,"{'a': 0.65, 'e': 0.9106259567216819}",30,2,-118.16838172604139,"{0: 19, 1: 2, 2: 5, 3: 0, 4: 2}",1
427,False,"{'a': 0.65, 'e': 0.91021226986344916}",25,0,-35.587247783107706,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
428,False,"{'a': 0.65, 'e': 0.90979767279302259}",20,0,-131.2989230963288,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
429,False,"{'a': 0.65, 'e': 0.90938216592499888}",20,1,-115.0536462158938,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 2}",1
430,False,"{'a': 0.65, 'e': 0.90896574967488508}",35,0,-163.49384595439653,"{0: 22, 1: 1, 2: 9, 3: 1, 4: 2}",0
431,False,"{'a': 0.65, 'e': 0.90854842445909745}",30,0,-265.23988567841474,"{0: 11, 1: 9, 2: 5, 3: 1, 4: 4}",0
432,False,"{'a': 0.65, 'e': 0.90813019069496093}",20,0,-84.13297628023741,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
433,False,"{'a': 0.65, 'e': 0.90771104880070952}",30,0,-139.18473705685855,"{0: 18, 1: 5, 2: 3, 3: 3, 4: 1}",0
434,False,"{'a': 0.65, 'e': 0.90729099919548484}",25,0,-161.45954799912508,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
435,False,"{'a': 0.65, 'e': 0.90687004229933665}",20,0,-112.17283774159816,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
436,False,"{'a': 0.65, 'e': 0.90644817853322168}",25,0,-19.643997000160322,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
437,False,"{'a': 0.65, 'e': 0.90602540831900369}",20,0,-172.3832944096407,"{0: 9, 1: 1, 2: 6, 3: 2, 4: 2}",0
438,False,"{'a': 0.65, 'e': 0.90560173207945294}",20,0,-76.9412753121284,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
439,False,"{'a': 0.65, 'e': 0.90517715023824563}",30,6,-7.5802431196694045,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
440,False,"{'a': 0.65, 'e': 0.90475166321996336}",30,0,-173.04362834368814,"{0: 20, 1: 4, 2: 2, 3: 0, 4: 4}",0
441,False,"{'a': 0.65, 'e': 0.90432527145009345}",20,0,-181.64237245953362,"{0: 9, 1: 2, 2: 4, 3: 3, 4: 2}",0
442,False,"{'a': 0.65, 'e': 0.90389797535502736}",30,0,-314.3435730830015,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 6}",0
443,False,"{'a': 0.65, 'e': 0.90346977536206119}",20,0,-123.50173703979252,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
444,False,"{'a': 0.65, 'e': 0.90304067189939496}",20,0,-28.544025522280815,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
445,False,"{'a': 0.65, 'e': 0.90261066539613211}",20,0,-75.73891002894689,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
446,False,"{'a': 0.65, 'e': 0.90217975628227909}",30,0,-138.33013538358622,"{0: 19, 1: 2, 2: 5, 3: 3, 4: 1}",0
447,False,"{'a': 0.65, 'e': 0.901747944988745}",20,9,-52.688190290395895,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
448,False,"{'a': 0.65, 'e': 0.90131523194734109}",20,0,-50.51677589767157,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
449,False,"{'a': 0.65, 'e': 0.90088161759078023}",25,11,-55.501629183304864,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
450,False,"{'a': 0.65, 'e': 0.90044710235267689}",20,0,-58.91617122473765,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
451,False,"{'a': 0.65, 'e': 0.90001168666754627}",20,0,-57.7722207262838,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
452,False,"{'a': 0.65, 'e': 0.89957537097080398}",25,0,-117.66906661757145,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
453,False,"{'a': 0.65, 'e': 0.89913815569876565}",25,0,-177.29420471552646,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
454,False,"{'a': 0.65, 'e': 0.89870004128864656}",20,0,-61.5161468381407,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
455,False,"{'a': 0.65, 'e': 0.89826102817856113}",20,0,-56.17651885637652,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
456,False,"{'a': 0.65, 'e': 0.8978211168075223}",20,0,-106.04415417066784,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
457,False,"{'a': 0.65, 'e': 0.89738030761544152}",25,0,-166.08304025704393,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
458,False,"{'a': 0.65, 'e': 0.89693860104312795}",20,0,-98.04247288975985,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
459,False,"{'a': 0.65, 'e': 0.89649599753228804}",30,0,-133.88383679984776,"{0: 17, 1: 5, 2: 5, 3: 2, 4: 1}",0
460,False,"{'a': 0.65, 'e': 0.89605249752552518}",30,0,-168.10448386762883,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
461,False,"{'a': 0.65, 'e': 0.89560810146633962}",20,0,-154.9729365368179,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
462,False,"{'a': 0.65, 'e': 0.89516280979912721}",20,7,-27.909751509827938,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
463,False,"{'a': 0.65, 'e': 0.89471662296917953}",20,0,-59.451308175764716,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
464,False,"{'a': 0.65, 'e': 0.89426954142268356}",20,3,-29.040949737512793,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 0}",1
465,False,"{'a': 0.65, 'e': 0.89382156560672055}",35,0,-152.56300250566218,"{0: 23, 1: 4, 2: 4, 3: 2, 4: 2}",0
466,False,"{'a': 0.65, 'e': 0.89337269596926649}",20,0,-107.36524077306383,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
467,False,"{'a': 0.65, 'e': 0.8929229329591909}",20,0,-46.36032921502951,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
468,False,"{'a': 0.65, 'e': 0.89247227702625676}",35,14,-76.7368824489887,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 2}",1
469,False,"{'a': 0.65, 'e': 0.89202072862112003}",25,0,-114.35127053605406,"{0: 14, 1: 6, 2: 2, 3: 2, 4: 1}",1
470,False,"{'a': 0.65, 'e': 0.89156828819532896}",20,0,-18.068843519204506,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
471,False,"{'a': 0.65, 'e': 0.89111495620132397}",20,0,-83.09244638882434,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
472,False,"{'a': 0.65, 'e': 0.89066073309243698}",20,0,-195.06017441513225,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",0
473,False,"{'a': 0.65, 'e': 0.89020561932289122}",20,0,-107.82625113378523,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
474,False,"{'a': 0.65, 'e': 0.88974961534780028}",20,0,-143.9556737048952,"{0: 9, 1: 1, 2: 7, 3: 2, 4: 1}",0
475,False,"{'a': 0.65, 'e': 0.88929272162316819}",20,0,-128.68923652523014,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
476,False,"{'a': 0.65, 'e': 0.88883493860588858}",20,0,-108.44602432810252,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
477,False,"{'a': 0.65, 'e': 0.88837626675374437}",25,0,-38.56329649459794,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
478,False,"{'a': 0.65, 'e': 0.88791670652540744}",20,0,-98.59438645236209,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
479,False,"{'a': 0.65, 'e': 0.88745625838043807}",25,0,-192.10773200760727,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 4}",0
480,False,"{'a': 0.65, 'e': 0.88699492277928416}",20,0,-115.0092341445049,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
481,False,"{'a': 0.65, 'e': 0.88653270018328145}",25,0,-141.31602413929167,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
482,False,"{'a': 0.65, 'e': 0.88606959105465244}",20,0,-163.50528888159832,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
483,False,"{'a': 0.65, 'e': 0.88560559585650622}",20,0,-30.024599254780313,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
484,False,"{'a': 0.65, 'e': 0.88514071505283787}",30,0,-147.82362796648678,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
485,False,"{'a': 0.65, 'e': 0.88467494910852829}",20,0,-54.212619086959734,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
486,False,"{'a': 0.65, 'e': 0.88420829848934335}",20,0,-92.76628517608825,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 0}",0
487,False,"{'a': 0.65, 'e': 0.88374076366193355}",20,0,-85.61436723893362,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
488,False,"{'a': 0.65, 'e': 0.88327234509383379}",35,0,-154.19888252165796,"{0: 26, 1: 1, 2: 4, 3: 1, 4: 3}",0
489,False,"{'a': 0.65, 'e': 0.88280304325346248}",20,0,-88.34260103898526,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
490,False,"{'a': 0.65, 'e': 0.88233285861012145}",20,0,-45.26431380303892,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
491,False,"{'a': 0.65, 'e': 0.88186179163399547}",25,0,-127.78557974985084,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
492,False,"{'a': 0.65, 'e': 0.88138984279615129}",20,2,-124.27068957412001,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 2}",1
493,False,"{'a': 0.65, 'e': 0.88091701256853772}",20,0,-134.01157957993186,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
494,False,"{'a': 0.65, 'e': 0.88044330142398497}",20,0,-93.3609787067793,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
495,False,"{'a': 0.65, 'e': 0.87996870983620423}",25,0,-93.6865092367665,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
496,False,"{'a': 0.65, 'e': 0.87949323827978698}",30,6,-161.97516737691757,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 3}",1
497,False,"{'a': 0.65, 'e': 0.87901688723020466}",20,7,-72.6670975135937,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 1}",1
498,False,"{'a': 0.65, 'e': 0.87853965716380844}",30,0,-25.624536435618598,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
499,False,"{'a': 0.65, 'e': 0.87806154855782825}",20,0,-116.59634267980886,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
500,False,"{'a': 0.65, 'e': 0.87758256189037276}",25,0,-184.53271983952206,"{0: 10, 1: 4, 2: 8, 3: 1, 4: 2}",0
501,False,"{'a': 0.65, 'e': 0.87710269764042836}",30,0,-124.53726828500417,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
502,False,"{'a': 0.65, 'e': 0.87662195628785955}",25,0,-30.375001320124916,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
503,False,"{'a': 0.65, 'e': 0.87614033831340743}",20,15,-0.33006924444034036,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.65, 'e': 0.87565784419868997}",25,0,-126.42805038490388,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
505,False,"{'a': 0.65, 'e': 0.87517447442620133}",20,2,-121.88942370706575,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 3}",1
506,False,"{'a': 0.65, 'e': 0.87469022947931119}",25,0,-60.05558643797532,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
507,False,"{'a': 0.65, 'e': 0.87420510984226441}",20,0,-127.16393549096776,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
508,False,"{'a': 0.65, 'e': 0.87371911600018071}",20,0,-38.17037195542752,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
509,False,"{'a': 0.65, 'e': 0.87323224843905389}",20,0,-103.8322079272158,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
510,False,"{'a': 0.65, 'e': 0.87274450764575129}",35,0,-55.770646297028115,"{0: 27, 1: 0, 2: 7, 3: 1, 4: 0}",0
511,False,"{'a': 0.65, 'e': 0.87225589410801374}",35,0,-171.26613402979612,"{0: 22, 1: 5, 2: 5, 3: 0, 4: 3}",0
512,False,"{'a': 0.65, 'e': 0.87176640831445484}",20,0,-115.54701842015494,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
513,False,"{'a': 0.65, 'e': 0.87127605075456027}",25,0,-137.1246787441429,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
514,False,"{'a': 0.65, 'e': 0.87078482191868756}",20,4,-0.2995848974045294,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
515,False,"{'a': 0.65, 'e': 0.87029272229806542}",25,0,-170.4766931949004,"{0: 12, 1: 6, 2: 3, 3: 2, 4: 2}",0
516,False,"{'a': 0.65, 'e': 0.86979975238479357}",25,0,-165.71718842467484,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
517,False,"{'a': 0.65, 'e': 0.86930591267184187}",25,0,-156.94544351588434,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
518,False,"{'a': 0.65, 'e': 0.86881120365304987}",25,0,-81.86412015831068,"{0: 18, 1: 4, 2: 0, 3: 2, 4: 1}",0
519,False,"{'a': 0.65, 'e': 0.8683156258231266}",20,10,-70.43937524447135,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
520,False,"{'a': 0.65, 'e': 0.86781917967764988}",25,0,-122.40667688120976,"{0: 14, 1: 0, 2: 10, 3: 0, 4: 1}",0
521,False,"{'a': 0.65, 'e': 0.8673218657130658}",25,0,-107.53780596514218,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
522,False,"{'a': 0.65, 'e': 0.86682368442668833}",20,0,-106.23513985137771,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
523,False,"{'a': 0.65, 'e': 0.86632463631669865}",20,3,-79.97124239552359,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 0}",1
524,False,"{'a': 0.65, 'e': 0.86582472188214477}",25,0,-52.975381649137695,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
525,False,"{'a': 0.65, 'e': 0.86532394162294124}",20,0,-67.54704878488657,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
526,False,"{'a': 0.65, 'e': 0.86482229603986827}",30,0,-124.13301258428595,"{0: 20, 1: 3, 2: 3, 3: 3, 4: 1}",0
527,False,"{'a': 0.65, 'e': 0.86431978563457124}",20,0,-136.032458078757,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
528,False,"{'a': 0.65, 'e': 0.86381641090956052}",20,0,-41.909803190431106,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
529,False,"{'a': 0.65, 'e': 0.86331217236821101}",25,0,-98.99627067992202,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
530,False,"{'a': 0.65, 'e': 0.86280707051476102}",30,0,-0.5212857961100195,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
531,False,"{'a': 0.65, 'e': 0.86230110585431241}",20,0,-120.37622714049235,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
532,False,"{'a': 0.65, 'e': 0.86179427889282978}",20,0,-66.85950617404689,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
533,False,"{'a': 0.65, 'e': 0.86128659013714015}",20,0,-180.03127199760084,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
534,False,"{'a': 0.65, 'e': 0.86077804009493208}",20,0,-66.69903936787246,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
535,False,"{'a': 0.65, 'e': 0.86026862927475567}",20,0,-113.12892886812799,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
536,False,"{'a': 0.65, 'e': 0.85975835818602164}",30,0,-99.91878283272887,"{0: 18, 1: 2, 2: 9, 3: 1, 4: 0}",0
537,False,"{'a': 0.65, 'e': 0.85924722733900116}",30,3,-44.599832930333704,"{0: 18, 1: 4, 2: 5, 3: 0, 4: 0}",1
538,False,"{'a': 0.65, 'e': 0.85873523724482492}",20,0,-135.07474352125152,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
539,False,"{'a': 0.65, 'e': 0.85822238841548293}",25,0,-48.76646573826233,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
540,False,"{'a': 0.65, 'e': 0.85770868136382417}",25,0,-87.38637183560711,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
541,False,"{'a': 0.65, 'e': 0.85719411660355538}",20,0,-77.85599303944812,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
542,False,"{'a': 0.65, 'e': 0.85667869464924151}",20,8,-83.2949056130031,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 2}",1
543,False,"{'a': 0.65, 'e': 0.85616241601630438}",30,0,-146.07884870126924,"{0: 21, 1: 0, 2: 5, 3: 2, 4: 2}",0
544,False,"{'a': 0.65, 'e': 0.85564528122102246}",25,0,-94.94149605307531,"{0: 14, 1: 1, 2: 9, 3: 1, 4: 0}",0
545,False,"{'a': 0.65, 'e': 0.85512729078053074}",30,0,-156.34066028781385,"{0: 18, 1: 0, 2: 8, 3: 3, 4: 1}",0
546,False,"{'a': 0.65, 'e': 0.85460844521281953}",20,0,-28.135095908328722,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
547,False,"{'a': 0.65, 'e': 0.85408874503673426}",20,0,-86.06327880839375,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
548,False,"{'a': 0.65, 'e': 0.8535681907719751}",30,0,-49.108331972150395,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
549,False,"{'a': 0.65, 'e': 0.8530467829390963}",20,2,-134.27168327940402,"{0: 8, 1: 2, 2: 6, 3: 0, 4: 2}",1
550,False,"{'a': 0.65, 'e': 0.85252452205950568}",25,0,-76.8220402869618,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
551,False,"{'a': 0.65, 'e': 0.85200140865546403}",20,0,-88.26770930964014,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
552,False,"{'a': 0.65, 'e': 0.85147744325008479}",25,0,-83.99362824223358,"{0: 13, 1: 8, 2: 2, 3: 2, 4: 0}",0
553,False,"{'a': 0.65, 'e': 0.85095262636733326}",20,0,-51.37043663407283,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
554,False,"{'a': 0.65, 'e': 0.85042695853202621}",35,11,-61.62017150806942,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 1}",1
555,False,"{'a': 0.65, 'e': 0.84990044026983147}",25,0,-60.36576749775414,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
556,False,"{'a': 0.65, 'e': 0.84937307210726731}",25,0,-148.03248519527412,"{0: 15, 1: 3, 2: 2, 3: 3, 4: 2}",0
557,False,"{'a': 0.65, 'e': 0.84884485457170189}",20,8,-81.94706800417092,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 1}",1
558,False,"{'a': 0.65, 'e': 0.84831578819135256}",25,0,-52.99787160743096,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
559,False,"{'a': 0.65, 'e': 0.84778587349528578}",20,0,-127.05689854350668,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
560,False,"{'a': 0.65, 'e': 0.84725511101341611}",20,0,-66.0912424860823,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
561,False,"{'a': 0.65, 'e': 0.84672350127650597}",20,3,-131.08395653810695,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 3}",1
562,False,"{'a': 0.65, 'e': 0.84619104481616525}",25,0,-75.76422744561832,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
563,False,"{'a': 0.65, 'e': 0.84565774216485023}",20,0,-70.00114067542295,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
564,False,"{'a': 0.65, 'e': 0.84512359385586344}",30,0,-346.094300037661,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 7}",0
565,False,"{'a': 0.65, 'e': 0.84458860042335315}",30,0,-127.56373345793503,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
566,False,"{'a': 0.65, 'e': 0.84405276240231297}",25,0,-152.37129298926598,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
567,False,"{'a': 0.65, 'e': 0.84351608032858072}",30,0,-96.34730634014015,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
568,False,"{'a': 0.65, 'e': 0.84297855473883831}",20,0,-57.412335922142425,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
569,False,"{'a': 0.65, 'e': 0.84244018617061145}",20,0,-34.386547886702,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
570,False,"{'a': 0.65, 'e': 0.84190097516226869}",35,0,-143.4886153900948,"{0: 24, 1: 3, 2: 4, 3: 2, 4: 2}",0
571,False,"{'a': 0.65, 'e': 0.84136092225302095}",25,0,-185.2524432386782,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 3}",0
572,False,"{'a': 0.65, 'e': 0.84082002798292099}",25,0,-188.88254513555506,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 3}",0
573,False,"{'a': 0.65, 'e': 0.84027829289286315}",25,14,-33.92372617845475,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
574,False,"{'a': 0.65, 'e': 0.83973571752458243}",20,0,-87.44254299503983,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
575,False,"{'a': 0.65, 'e': 0.83919230242065412}",30,0,-12.507505160060477,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
576,False,"{'a': 0.65, 'e': 0.83864804812449334}",20,0,-30.19466145996643,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
577,False,"{'a': 0.65, 'e': 0.83810295518035438}",25,0,-74.07042856903479,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
578,False,"{'a': 0.65, 'e': 0.83755702413333011}",25,0,-159.03592413182065,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
579,False,"{'a': 0.65, 'e': 0.83701025552935138}",20,0,-134.13658733686174,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 3}",0
580,False,"{'a': 0.65, 'e': 0.83646264991518693}",25,0,-120.18841305525697,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
581,False,"{'a': 0.65, 'e': 0.83591420783844228}",30,0,-170.57299442843043,"{0: 22, 1: 2, 2: 1, 3: 1, 4: 4}",0
582,False,"{'a': 0.65, 'e': 0.8353649298475595}",20,0,-172.7723606905324,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
583,False,"{'a': 0.65, 'e': 0.83481481649181644}",25,0,-190.93456313953976,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
584,False,"{'a': 0.65, 'e': 0.83426386832132637}",20,0,-159.30113053004897,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
585,False,"{'a': 0.65, 'e': 0.8337120858870376}",20,0,-36.244663504141826,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
586,False,"{'a': 0.65, 'e': 0.83315946974073241}",25,0,-89.92208003330381,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
587,False,"{'a': 0.65, 'e': 0.83260602043502685}",25,2,-135.56961031631525,"{0: 15, 1: 1, 2: 3, 3: 2, 4: 2}",1
588,False,"{'a': 0.65, 'e': 0.83205173852337033}",20,0,-91.61048289193943,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
589,False,"{'a': 0.65, 'e': 0.83149662456004458}",30,0,-169.50915325879194,"{0: 18, 1: 3, 2: 4, 3: 3, 4: 2}",0
590,False,"{'a': 0.65, 'e': 0.83094067910016356}",20,0,-134.45656951370822,"{0: 10, 1: 2, 2: 4, 3: 3, 4: 1}",0
591,False,"{'a': 0.65, 'e': 0.83038390269967266}",30,0,-125.29443954577384,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
592,False,"{'a': 0.65, 'e': 0.82982629591534829}",30,0,-73.88683145948507,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
593,False,"{'a': 0.65, 'e': 0.82926785930479707}",20,0,-95.55509541741783,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
